entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	uniprot	cancer	cancer_type	cancer_dom	cancer_rec	duplicability	origin	mirna	function	chromosome	tstart	tend	aliases	main_refseq	duplicability_main_refseq	potential_false_positive	primary_sites	degree	betweenness	clustering	complexes
169166	SNX31	sorting nexin 31	8q22.3	17545	28605	-	NP_689841;XP_005250868;XP_005250869;XP_005250870;XP_005250871;XP_005250872;XP_006716577;XP_006716578;XP_006716579	NM_152628;XM_005250811;XM_005250812;XM_005250813;XM_005250814;XM_005250815;XM_006716514;XM_006716515;XM_006716516;XR_242380	ENSP00000312368	Q8N9S9	TRUE	can	0	0	0	Metazoans	0	Cellular processes	chr8	101586096	101661742	|NA|	NP_689841	0	FALSE	1	2	21	0.0000	
169966	FAM46D	family with sequence similarity 46, member D	Xq21.1	6643	28399	-	NP_001164045;NP_689843	NM_001170574;NM_152630	ENSP00000308575	Q8NEK8	TRUE	can	0	0	0	Metazoans	0	-1	chrX	79698039	79699205	|CT1.26|CT112|	NP_001164045	0	FALSE	1	2	2	0.0000	
170063	CXorf22	chromosome X open reading frame 22	Xp21.1	6649	28546	-	NP_689845	NM_152632	ENSP00000297866	NA	TRUE	can	0	0	0	Eukaryotes	0	-1	chrX	35937917	36007650	|NA|	NP_689845	0	FALSE	1				
170261	ZCCHC12	zinc finger, CCHC domain containing 12	Xq24	6616	27273	300701	NP_776159	NM_173798	ENSP00000308921	Q6PEW1	TRUE	can	0	0	1	Metazoans	0	-1	chrX	117959208	117960413	|PNMA7A|SIZN|SIZN1|	NP_776159	1	FALSE	1	9	1666	0.1390	
170961	ANKRD24	ankyrin repeat domain 24	19p13.3	-	29424	-	NP_597732;XP_005259567;XP_006722737;XP_006722738;XP_006722739;XP_006722740;XP_006722741	NM_133475;XM_005259510;XM_006722674;XM_006722675;XM_006722676;XM_006722677;XM_006722678	ENSP00000321731	Q8TF21	TRUE	can	0	0	0	Last Universal Common Ancestor	0	-1	chr19	4182666	4224499	|NA|	XP_005259567	0	FALSE	1	5	49	0.0000	
171017	ZNF384	zinc finger protein 384	12p12	18332	11955	609951	NP_001035009;NP_001129206;NP_597733;XP_006719026;XP_006719027;XP_006719028;XP_006719029;XP_006719030;XP_006719031;XP_006719032	NM_001039916;NM_001039917;NM_001039918;NM_001039919;NM_001039920;NM_001135734;NM_133476;XM_006718963;XM_006718964;XM_006718965;XM_006718966;XM_006718967;XM_006718968;XM_006718969	ENSP00000354592	Q8TF68	TRUE	cgc	1	0	0	Eukaryotes	5	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr12	6776883	6788686	|CAGH1|CAGH1A|CIZ|ERDA2|NMP4|TNRC1|	NP_001129206	0	FALSE	1	8	662	0.0360	
171023	ASXL1	additional sex combs like transcriptional regulator 1	20q11	16516	18318	612990	NP_001158075;NP_056153;XP_006723790;XP_006723791;XP_006723792;XP_006723793;XP_006723794;XP_006723795;XP_006723796	NM_001164603;NM_015338;XM_006723727;XM_006723728;XM_006723729;XM_006723730;XM_006723731;XM_006723732;XM_006723733	ENSP00000364839	Q8IXJ9	TRUE	cgc	0	1	0	Metazoans	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr20	30946579	31025138	|BOPS|	NP_056153	0	FALSE	3	18	3432	0.2680	
192670	AGO4	argonaute RISC catalytic component 4	1p34	9559	18424	607356	NP_060099;XP_005270635;XP_005270636	NM_017629;XM_005270578;XM_005270579;XR_246243;XR_246244	ENSP00000362306	Q9HCK5	TRUE	can	0	0	2	Eukaryotes	4	Cellular metabolism,Regulation of transcription	chr1	36282482	36319203	|EIF2C4|	NP_060099	2	FALSE	1	63	23709	0.0620	1
196477	CCER1	coiled-coil glutamate-rich protein 1	12q21.33	14505	28373	-	NP_689851	NM_152638	ENSP00000351727	Q8TC90	TRUE	can	0	0	0	Mammals	1	-1	chr12	91347302	91348519	|C12orf12|	NP_689851	0	FALSE	1	5	181	0.0000	
196528	ARID2	AT rich interactive domain 2 (ARID, RFX-like)	12q12	16505	18037	609539	NP_689854;XP_006719335;XP_006719336	NM_152641;XM_006719272;XM_006719273	ENSP00000335044	Q68CP9	TRUE	cgc	0	1	0	Metazoans	3	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr12	46123620	46298858	|BAF200|	NP_689854	0	FALSE	5	16	168	0.4250	6
197258	FUK	fucokinase	16q22.1	16365	29500	608675	NP_659496;XP_006721224;XP_006721225;XP_006721226;XP_006721227	NM_145059;XM_006721161;XM_006721162;XM_006721163;XM_006721164	ENSP00000288078	Q8N0W3	TRUE	can	0	0	0	Eukaryotes	0	Cellular metabolism	chr16	70497094	70513580	|1110046B12Rik|	NP_659496	0	FALSE	1				
199834	LCE4A	late cornified envelope 4A	1q21.3	-	16613	612618	NP_848133	NM_178356	-	Q5TA78	TRUE	can	0	0	0	-	0	Development	chr1	152681552	152681848	|LEP8|SPRL4A|	NP_848133	0	FALSE	1	17	1060	0.3900	
199920	C1orf168	chromosome 1 open reading frame 168	1p32.2	14120	27295	-	NP_001004303;XP_005270640;XP_005270641;XP_005270642;XP_006710479	NM_001004303;XM_005270583;XM_005270584;XM_005270585;XM_006710416;XR_246247	ENSP00000345972	Q5VWT5	TRUE	can	0	0	0	Vertebrates	2	-1	chr1	57185847	57258476	|NA|	NP_001004303	0	FALSE	1	1	0	0.0000	
200162	SPAG17	sperm associated antigen 17	1p12	10146	26620	-	NP_996879;XP_006710489;XP_006710490;XP_006710491;XP_006710492;XP_006710493;XP_006710494	NM_206996;XM_006710426;XM_006710427;XM_006710428;XM_006710429;XM_006710430;XM_006710431	ENSP00000337804	Q6Q759	TRUE	can	0	0	0	Metazoans	0	-1	chr1	118506425	118727780	|CT143|PF6|	NP_996879	0	FALSE	1				
200424	TET3	tet methylcytosine dioxygenase 3	2p13.1	-	28313	613555	NP_001274420;XP_005264244;XP_006712026	NM_001287491;NM_144993;XM_005264187;XM_006711963	ENSP00000386869	K9JJH7	TRUE	can	0	0	0	Metazoans	3	-1	chr2	74213531	74329300	|NA|	NP_001274420	0	FALSE	1	1	0	0.0000	
201163	FLCN	folliculin	17p11.2	6278	27310	607273	NP_653207;NP_659434;XP_005256572;XP_006721533	NM_144606;NM_144997;XM_005256515;XM_006721470;XR_429812	ENSP00000285071	Q8NFG4	TRUE	cgc	0	1	0	Eukaryotes	4	Cell cycle,Regulation of intracellular processes and metabolism	chr17	17116972	17131451	|FLCL|	NP_659434	0	FALSE	1	12	2506	0.0910	
201229	LYRM9	LYR motif containing 9	17q11.2	-	27314	-	NP_001070148;XP_005258000;XP_005258001	NM_001076680;XM_005257943;XM_005257944	ENSP00000368396;ENSP00000462879	A8MSI8	TRUE	can	0	0	0	Metazoans	0	-1	chr17	26207300	26209720	|C17orf108|	NP_001070148	0	FALSE	1				
202559	KHDRBS2	KH domain containing, RNA binding, signal transduction associated 2	6q11.1	13775	18114	610487	NP_689901;XP_006715417;XP_006715418	NM_152688;XM_006715354;XM_006715355;XR_427965	ENSP00000281156	Q5VWX1	TRUE	can	0	0	0	Eukaryotes	2	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr6	62390871	62995853	|SLM-1|SLM1|bA535F17.1|	NP_689901	0	FALSE	1	70	20839	0.0930	
203447	NRK	Nik related kinase	Xq22.3	14841	25391	300791	NP_940867;XP_006724694;XP_006724695;XP_006724696;XP_006724697	NM_198465;XM_006724631;XM_006724632;XM_006724633;XM_006724634	ENSP00000438378	Q7Z2Y5	TRUE	can	0	0	0	Eukaryotes	1	Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chrX	105066839	105199589	|NESK|	NP_940867	0	FALSE	1	1	0	0.0000	
219285	SAMD9L	sterile alpha motif domain containing 9-like	7q21.2	10798	1349	611170	NP_689916;XP_005250248;XP_005250250;XP_006715951;XP_006715952;XP_006715953	NM_152703;XM_005250191;XM_005250193;XM_006715888;XM_006715889;XM_006715890	ENSP00000326247	Q8IVG5	TRUE	can	0	0	0	Metazoans	1	-1	chr7	92760533	92765284	|C7orf6|DRIF2|UEF1|	NP_689916	0	FALSE	1	1	0	0.0000	
219432	OR4C6	olfactory receptor, family 4, subfamily C, member 6	11q11	17724	14743	-	NP_001004704	NM_001004704	ENSP00000324769	Q8NH72	TRUE	can	0	0	9	Mammals	0	Cell response to stimuli,Signal transduction	chr11	55432643	55433569	|OR11-138|	NP_001004704	9	TRUE	1				1
219437	OR5L1	olfactory receptor, family 5, subfamily L, member 1	11q11	15045	8350	-	NP_001004738	NM_001004738	ENSP00000335529	Q8NGL2	TRUE	can	0	0	2	Mammals	0	Cell response to stimuli,Signal transduction	chr11	55578943	55579875	|OR11-151|OST262|	NP_001004738	2	TRUE	2				1
219527	LRRC55	leucine rich repeat containing 55	11q12.1	16990	32324	615213	NP_001005210	NM_001005210	ENSP00000419542	Q6ZSA7	TRUE	can	0	0	0	Eukaryotes	0	-1	chr11	56949368	56954951	|NA|	NP_001005210	0	FALSE	1				
219578	ZNF804B	zinc finger protein 804B	7q21.13	8721	21958	-	NP_857597	NM_181646	ENSP00000329638	A4D1E1	TRUE	can	0	0	0	Vertebrates	1	-1	chr7	88389291	88966343	|NA|	NP_857597	0	FALSE	1	1	0	0.0000	
219743	TYSND1	trypsin domain containing 1	10q22.1	15593	28531	611017	NP_001035363;NP_775826	NM_001040273;NM_173555;NR_073580;NR_073581;NR_073582;NR_073591;NR_073592;NR_073593;NR_073594;NR_073595	ENSP00000287078	Q2T9J0	TRUE	can	0	0	0	Eukaryotes	1	Cellular metabolism	chr10	71899683	71906342	|NET41|	NP_775826	0	FALSE	1	4	85	0.1670	
219870	OR10G9	olfactory receptor, family 10, subfamily G, member 9	11q24.1	17666	15129	-	NP_001001953	NM_001001953	ENSP00000364164	Q8NGN4	TRUE	can	0	0	3	Mammals	0	Cell response to stimuli,Signal transduction	chr11	123893720	123894652	|OR10G10P|	NP_001001953	3	TRUE	1				1
219965	OR5B17	olfactory receptor, family 5, subfamily B, member 17	11q12.1	15036	15267	-	NP_001005489	NM_001005489	ENSP00000349945	Q8NGF7	TRUE	can	0	0	5	Mammals	0	Cell response to stimuli,Signal transduction	chr11	58125601	58126542	|OR11-237|OR5B20P|	NP_001005489	5	TRUE	1				1
219990	OOSP2	oocyte secreted protein 2	11q12.1	8207	26699	-	NP_776162	NM_173801	ENSP00000278855	Q86WS3	TRUE	can	0	0	0	Mammals	1	-1	chr11	59807933	59814543	|PLAC1L|TMEM122|	NP_776162	0	FALSE	1	1	0	0.0000	
221002	RASGEF1A	RasGEF domain family, member 1A	10q11.21	15211	24246	614531	NP_001269791;NP_660356;XP_005271865;XP_005271866	NM_001282862;NM_145313;XM_005271808;XM_005271809	ENSP00000379154	Q8N9B8	TRUE	can	0	0	0	Opisthokonts	1	Signal transduction	chr10	43691923	43701573	|CG4853|	NP_001269791	0	FALSE	1	1	0	0.0000	
221061	FAM171A1	family with sequence similarity 171, member A1	10p13	18581	23522	-	NP_001010924	NM_001010924	ENSP00000367356	Q5VUB5	TRUE	can	0	0	0	Vertebrates	6	-1	chr10	15254917	15413051	|C10orf38|	NP_001010924	0	FALSE	1	2	12	0.0000	
221074	SLC39A12	solute carrier family 39 (zinc transporter), member 12	10p12.33	15384	20860	608734	NP_001138667;NP_001269662;NP_001269663;NP_689938	NM_001145195;NM_001282733;NM_001282734;NM_152725	ENSP00000366586;ENSP00000455827	Q504Y0	TRUE	can	0	0	0	Last Universal Common Ancestor	1	Cellular processes	chr10	18242206	18331759	|LZT-Hs8|ZIP-12|bA570F3.1|	NP_001138667	0	FALSE	1				
221322	TBC1D32	TBC1 domain family, member 32	6q22.31	12867	21485	615867	NP_689943;XP_005266918	NM_152730;NR_104452;XM_005266861	-	Q96NH3	TRUE	can	0	0	0	-	0	Regulation of intracellular processes and metabolism,Signal transduction	chr6	121401920	121655576	|BROMI|C6orf170|C6orf171|bA301B7.2|bA57L9.1|dJ310J6.1|	XP_005266918	0	FALSE	1				
221895	JAZF1	JAZF zinc finger 1	7p15.2-p15.1	9373	28917	606246	NP_778231;XP_006715719	NM_175061;XM_006715656	ENSP00000283928	Q86VZ6	TRUE	cgc	1	0	0	Opisthokonts	2	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr7	27872422	28220196	|TIP27|ZNF802|	NP_778231	0	FALSE	1	3	2	0.3330	
221981	THSD7A	thrombospondin, type I, domain containing 7A	7p21.3	-	22207	612249	NP_056019;XP_006715722;XP_006715723;XP_006715724;XP_006715725	NM_015204;XM_006715659;XM_006715660;XM_006715661;XM_006715662	ENSP00000406482	Q9UPZ6	TRUE	can	0	0	0	Eukaryotes	0	-1	chr7	11415424	11871572	|NA|	NP_056019	0	FALSE	1	3	69	0.0000	
222256	CDHR3	cadherin-related family member 3	7q22.3	8042	26308	615610	NP_689963;XP_005250280;XP_005250281;XP_005250282;XP_005250283;XP_006715968;XP_006715969	NM_152750;XM_005250223;XM_005250224;XM_005250225;XM_005250226;XM_006715905;XM_006715906;XR_242227	ENSP00000325954	Q6ZTQ4	TRUE	can	0	0	0	Eukaryotes	0	Cell motility and interactions	chr7	105603765	105673140	|CDH28|	NP_689963	0	FALSE	1				
222546	RFX6	regulatory factor X, 6	6q22.1	11490	21478	612659	NP_775831	NM_173560	ENSP00000332208	Q8HWS3	TRUE	can	0	0	0	Opisthokonts	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr6	117198439	117252666	|MTCHRS|MTFS|RFXDC1|dJ955L16.1|	NP_775831	0	FALSE	1	25	3213	0.0530	
253260	RICTOR	RPTOR independent companion of MTOR, complex 2	5p13.1	10682	28611	609022	NP_001272368;NP_001272369;NP_689969;XP_005248335;XP_006714526	NM_001285439;NM_001285440;NM_152756;XM_005248278;XM_006714463	ENSP00000349959	Q6R327	TRUE	can	0	0	0	Eukaryotes	4	Cellular processes,Signal transduction	chr5	38942409	39074479	|AVO3|PIA|hAVO3|	NP_001272368	0	FALSE	1	57	14882	0.1200	5
254778	C8orf46	chromosome 8 open reading frame 46	8q13.1	14565	28498	-	NP_689978	NM_152765	ENSP00000302260	Q8TAG6	TRUE	can	0	0	0	Vertebrates	2	-1	chr8	67405884	67428308	|NA|	NP_689978	0	FALSE	1				
255057	C19orf26	chromosome 19 open reading frame 26	19p13.3	-	28617	-	NP_689982;XP_005259585;XP_006722777;XP_006722778;XP_006722779	NM_152769;XM_005259528;XM_006722714;XM_006722715;XM_006722716;XR_430134	ENSP00000215376	Q8N350	TRUE	can	0	0	0	Vertebrates	0	-1	chr19	1229181	1236099	|DOS|	XP_005259585	0	FALSE	1	1	0	0.0000	
255743	NPNT	nephronectin	4q24	14141	27405	610306	NP_001028219;NP_001171619;NP_001171620;NP_001171621;NP_001171622;XP_005262945;XP_005262946;XP_005262947;XP_006714234	NM_001033047;NM_001184690;NM_001184691;NM_001184692;NM_001184693;NM_198278;XM_005262888;XM_005262889;XM_005262890;XM_006714171	ENSP00000389252	Q6UXI9	TRUE	can	0	0	0	Eukaryotes	2	-1	chr4	106816810	106890144	|EGFL6L|POEM|	XP_005262945	0	FALSE	1	1	0	0.0000	
256281	NUDT14	nudix (nucleoside diphosphate linked moiety X)-type motif 14	14q32.33	14847	20141	609219	NP_803877;XP_005267556;XP_005267557	NM_177533;XM_005267499;XM_005267500	ENSP00000376349	O95848	TRUE	can	0	0	0	Last Universal Common Ancestor	0	-1	chr14	105639361	105647546	|UGPP|UGPPase|	NP_803877	0	FALSE	1	9	729	0.0830	
256435	ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	1p31.1	15341	19343	610133	NP_001153483;NP_694541;XP_006710616;XP_006710617	NM_001160011;NM_152996;XM_006710553;XM_006710554;XR_426597	ENSP00000329214	Q8NDV1	TRUE	can	0	0	0	Eukaryotes	0	Cellular metabolism,Cellular processes	chr1	76779484	77094488	|PRO7177|SIAT7C|ST6GALNACIII|	NP_694541	0	FALSE	1				
256646	NUTM1	NUT midline carcinoma, family member 1	15q14	10606	29919	608963	NP_001271221;NP_001271222;NP_786883	NM_001284292;NM_001284293;NM_175741	ENSP00000329448	Q86Y26	TRUE	cgc	1	0	0	Vertebrates	1	-1	chr15	34638143	34649689	|C15orf55|FAM22H|NUT|	NP_001271221	0	FALSE	1	23	5755	0.0080	
259173	ALS2CL	ALS2 C-terminal like	3p21.31	10643	20605	612402	NP_001177636;NP_667340;NP_877576;XP_005265082;XP_006713151;XP_006713152;XP_006713153;XP_006713154;XP_006713155;XP_006713156;XP_006713157;XP_006713158;XP_006713159	NM_001190707;NM_147129;NM_182775;NR_033815;XM_005265025;XM_006713088;XM_006713089;XM_006713090;XM_006713091;XM_006713092;XM_006713093;XM_006713094;XM_006713095;XM_006713096;XR_427263;XR_427264;XR_427265	ENSP00000313670	Q60I27	TRUE	can	0	0	0	Last Universal Common Ancestor	0	Cellular processes	chr3	46712477	46730930	|RN49018|	NP_001177636	0	FALSE	1	1	0	0.0000	
259232	NALCN	sodium leak channel, non-selective	13q32.3	15647	19082	611549	NP_443099;XP_006720006;XP_006720007;XP_006720008	NM_052867;XM_006719943;XM_006719944;XM_006719945	ENSP00000251127	Q8IZF0	TRUE	can	0	0	0	Eukaryotes	1	Cellular processes	chr13	101707650	102051477	|CanIon|INNFD|VGCNL1|bA430M15.1|	NP_443099	0	FALSE	1	1	0	0.0000	
259283	MDS2	myelodysplastic syndrome 2 translocation associated	1p36	-	29633	607305	-	NR_027042	-	NA	TRUE	cgc	1	0	-1	-	0	-1	-	0	0	|NA|	-	-1	FALSE	1				
260293	CYP4X1	cytochrome P450, family 4, subfamily X, polypeptide 1	1p33|1	13110	20244	614999	NP_828847	NM_178033	ENSP00000360968	Q8N118	TRUE	can	0	0	0	Last Universal Common Ancestor	0	-1	chr1	47489490	47515843	|CYPIVX1|	NP_828847	0	FALSE	1				
282770	OR10AG1	olfactory receptor, family 10, subfamily AG, member 1	11q11	14885	19607	-	NP_001005491	NM_001005491	ENSP00000311477	Q8NH19	TRUE	can	0	0	0	Vertebrates	0	Cell response to stimuli,Signal transduction	chr11	55735037	55735939	|OR11-160|	NP_001005491	0	TRUE	1				1
283092	OR4C13	olfactory receptor, family 4, subfamily C, member 13	11p11.12	17720	15169	-	NP_001001955	NM_001001955	-	Q8NGP0	TRUE	can	0	0	12	-	0	Cell response to stimuli,Signal transduction	chr11	49973975	49974901	|NA|	NP_001001955	12	TRUE	1				1
283310	OTOGL	otogelin-like	12q21.31	8815	26901	614925	NP_775862;XP_005268859	NM_173591;XM_005268802	ENSP00000400895	A0A0A0MSS2	TRUE	can	0	0	0	Eukaryotes	1	Cellular metabolism	chr12	80603191	80771825	|C12orf64|DFNB84B|	XP_005268859	0	FALSE	1				
283316	CD163L1	CD163 molecule-like 1	12p13.3	7301	30375	606079	NP_777601;XP_005253405;XP_006719124	NM_174941;XM_005253348;XM_006719061;XR_429032	ENSP00000315945	Q9NR16	TRUE	can	0	0	0	Eukaryotes	0	-1	chr12	7510003	7593843	|CD163B|M160|	XP_005253405	0	FALSE	1				
283383	GPR133	G protein-coupled receptor 133	12q24.33	17061	19893	613639	NP_942122;XP_005253623;XP_006719409;XP_006719410	NM_198827;XM_005253566;XM_006719346;XM_006719347;XR_429090	ENSP00000261654	Q6QNK2	TRUE	can	0	0	0	Eukaryotes	0	Signal transduction	chr12	131439011	131623805	|PGR25|	NP_942122	0	FALSE	1				
283464	GXYLT1	glucoside xylosyltransferase 1	12q12	-	27482	613321	NP_001093120;NP_775872	NM_001099650;NM_173601	ENSP00000381666	Q4G148	TRUE	can	0	0	4	Eukaryotes	5	Cellular metabolism	chr12	42481591	42538448	|GLT8D3|	NP_775872	4	FALSE	1	4	17	0.1670	
283651	HMGN2P46	high mobility group nucleosomal binding domain 2 pseudogene 46	15q21.1	-	26817	611314	-	NM_001005266;NM_001005267;NM_001005268;NM_001005269;NM_173609;NR_022014	-	NA	TRUE	cgc	1	0	-1	-	0	-1	-	0	0	|C15orf21|D-PCa-2|	-	-1	FALSE	1				
284391	ZNF844	zinc finger protein 844	19p13.2	-	-	-	NP_001129973;XP_006722790;XP_006722791;XP_006722792	NM_001136501;XM_006722727;XM_006722728;XM_006722729	ENSP00000392024	Q08AG5	TRUE	can	0	0	0	Eukaryotes	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr19	12184846	12187933	|NA|	NP_001129973	0	FALSE	1	5	211	0.2000	
284521	OR2L13	olfactory receptor, family 2, subfamily L, member 13	1q44	-	19578	-	NP_787107	NM_175911	ENSP00000350836	Q8N349	TRUE	can	0	0	6	Vertebrates	0	Cell response to stimuli,Signal transduction	chr1	248262678	248263613	|OR2L14|	NP_787107	6	TRUE	1	1	0	0.0000	1
284525	SLC9C2	solute carrier family 9, member C2 (putative)	1q25.1	15398	28664	-	NP_848622	NM_178527	ENSP00000356687	Q5TAH2	TRUE	can	0	0	0	Eukaryotes	0	Cellular processes,Regulation of intracellular processes and metabolism	chr1	173472407	173570915	|SLC9A11|	NP_848622	0	FALSE	1				
285175	UNC80	unc-80 homolog (C. elegans)	2q35	12809	26582	612636	NP_115893;NP_872393;XP_005246533;XP_006712508;XP_006712509;XP_006712510;XP_006712511;XP_006712512;XP_006712513;XP_006712514;XP_006712515	NM_032504;NM_182587;XM_005246476;XM_006712445;XM_006712446;XM_006712447;XM_006712448;XM_006712449;XM_006712450;XM_006712451;XM_006712452	ENSP00000391088	Q8N2C7	TRUE	can	0	0	0	Metazoans	0	-1	chr2	210636797	210860316	|C2orf21|UNC-80|	XP_005246533	0	FALSE	1	4	191	0.1670	
285313	IGSF10	immunoglobulin superfamily, member 10	3q25.1	-	26384	-	NP_001171616;NP_001171617;NP_849144;XP_005247434;XP_006713659;XP_006713660;XP_006713661;XP_006713662;XP_006713663	NM_001178145;NM_001178146;NM_178822;XM_005247377;XM_006713596;XM_006713597;XM_006713598;XM_006713599;XM_006713600	ENSP00000282466	Q6WRI0	TRUE	can	0	0	0	Eukaryotes	2	Cellular metabolism,Cellular processes,Development	chr3	151154480	151176497	|CMF608|	NP_849144	0	FALSE	2	1	0	0.0000	
286499	FAM133A	family with sequence similarity 133, member A	Xq21.32	6562	26748	-	NP_001164580;NP_001164581;NP_001164582;NP_775969;XP_006724704	NM_001171109;NM_001171110;NM_001171111;NM_173698;XM_006724641	ENSP00000318974	Q8N9E0	TRUE	can	0	0	3	Metazoans	3	-1	chrX	92964419	92965162	|CT115|	NP_001164580	3	FALSE	1	8	229	0.0710	
286530	P2RY8	purinergic receptor P2Y, G-protein coupled, 8	Xp22.33; Yp11.3	6671	15524	300525	NP_835230;XP_005274486;XP_005274487;XP_005274835;XP_005274836;XP_006724506;XP_006724927	NM_178129;XM_005274429;XM_005274430;XM_005274778;XM_005274779;XM_006724443;XM_006724864	ENSP00000370697	Q86VZ1	TRUE	cgc	1	0	1	Vertebrates	0	Signal transduction	chrX	1584375	1585451	|P2Y8|	NP_835230	1	FALSE	2				
317703	VN1R4	vomeronasal 1 receptor 4	19q13.42	18287	19871	-	NP_776256	NM_173857	ENSP00000310856	Q7Z5H5	TRUE	can	0	0	1	Mammals	0	Signal transduction	chr19	53770016	53770918	|V1RL4|	NP_776256	1	FALSE	1				
317754	POTED	POTE ankyrin domain family, member D	21q11.2	9612	23822	607549	NP_778146;XP_006724060	NM_174981;XM_006723997	ENSP00000299443;ENSP00000457689	NA	TRUE	can	0	0	10	Last Universal Common Ancestor	0	-1	chr21	14982550	15013884	|A26B3|ANKRD21|CT104.1|POTE|POTE-21|POTE21|	NP_778146	10	FALSE	1				
337976	KRTAP20-2	keratin associated protein 20-2	21q22.1	-	18944	-	NP_853647	NM_181616	-	Q3LI61	TRUE	can	0	0	0	-	0	-1	chr21	32007583	32007777	|KAP20.2|	NP_853647	0	FALSE	1				
338398	TAS2R60	taste receptor, type 2, member 60	7q35	18159	20639	613968	NP_803186	NM_177437	ENSP00000327724	P59551	TRUE	can	0	0	0	Mammals	0	Cell response to stimuli,Signal transduction	chr7	143140546	143141499	|T2R60|	NP_803186	0	FALSE	1				2
338645	LUZP2	leucine zipper protein 2	11p14.3	17348	23206	608178	NP_001009909;NP_001238937;NP_001238939;XP_005252944;XP_005252947	NM_001009909;NM_001252008;NM_001252010;XM_005252887;XM_005252890	ENSP00000336817	Q86TE4	TRUE	can	0	0	0	Vertebrates	0	-1	chr11	24518790	25100201	|KFSP2566|PRO6246|	NP_001009909	0	FALSE	1				
339145	FAM92B	family with sequence similarity 92, member B	16q24.1	13488	24781	-	NP_940893;XP_005255988	NM_198491;XM_005255931	ENSP00000443411	Q6ZTR7	TRUE	can	0	0	0	Vertebrates	0	-1	chr16	85132794	85144068	|NA|	NP_940893	0	FALSE	1				
339479	BRINP3	bone morphogenetic protein/retinoic acid inducible neural-specific 3	1q31.1	16782	22393	-	NP_950252;XP_005245174;XP_005245175;XP_005245176;XP_005245177;XP_005245180	NM_199051;XM_005245117;XM_005245118;XM_005245119;XM_005245120;XM_005245123	ENSP00000356432	Q76B58	TRUE	can	0	0	0	Metazoans	0	-1	chr1	190067151	190424020	|DBCCR1L|DBCCR1L1|FAM5C|	NP_950252	0	FALSE	2	1	0	0.0000	
